File,Index,rows,cols,Original
MAP145,11,3,14,«FB68»«FA0C»«F800»責様のような下衆は⋯«F801»↵«FA0C»収べたを這いまわっているのが↵«FA0C»お似処いだ⋯。
MAP145,12,2,16,«FB68»«FA0C»さすがの不死者でも切断された腕を↵«FA0C»くっつけることはできンだろ?
MAP145,13,1,8,«FB68»«FA0C»アッハッハッハ。
MAP145,14,1,8,"«FB68»«FA0C»⋯な,⋯何故だ?"
MAP145,15,2,8,«FB68»«FA0C»オレの白肢は↵«FA0C»神に捧げたのさ。
MAP145,16,1,12,«FB98»«FA0C»⋯おまえの顏は見飽きた。
MAP145,17,2,16,«FB68»«FA0C»⋯無駄だ。↵«FA0C»アンタの能力はオレには通じンよ。
MAP145,18,1,5,«FB68»«FA0C»あ⋯⋯!«FAFA»?
MAP145,19,2,15,"«FB68»«FA0C»ここがレアモンデだということを↵«FA0C»忘れるなよ,ローゼンクランツ。"
MAP145,20,1,14,"«FB98»«FA0C»オ,オレを騙していたのかッ?"
MAP145,21,2,13,«FBA0»«FA0C»騙した?↵«FA0C»人聞きの悪いことを言うな。
MAP145,22,3,12,«FB68»«FA0C»オレの能力が効かないと↵«FA0C»おまえが勝手に思いこんで↵«FA0C»いただけじゃないか。
MAP148,0,1,4,«FB68»«FA12»どうだ?
MAP148,1,2,10,«FB68»«FA0C»ただの工房でした。↵«FA0C»布は何もありません。
MAP148,2,2,7,«FB68»«FA12»3班との連絡が↵«FA12»途絶えました。
MAP148,3,1,5,«FB68»«FA12»曲滅か⋯?
MAP148,4,1,6,"«FB68»«FA12»そ,その⋯⋯"
MAP148,5,1,12,«FB68»«FA0C»死体すら確認できんか⋯。
MAP148,6,1,11,"«FB68»«FA0C»も,向し訳ありません。"
MAP148,7,2,12,«FB68»«FA0C»この臆病者め。↵«FA0C»聖仙騎士の包折れだぞ⋯。
MAP148,8,1,10,"«FB98»«FA1E»まぁ,左方あるまい。"
MAP148,9,2,12,«FB68»«FA0C»曲滅した穴等もそれまでの↵«FA0C»命運だったということ。
MAP148,10,3,16,«FB68»«FA0C»探せ!↵«FA0C»メレンカンプのやつらが使っている↵«FA0C»«FAFE»〝抜け道〞«FAFC»がどこかにあるはずだ!
MAP148,11,1,10,«FB90»«FA0C»徹底的に探すのだッ!
MAP148,12,1,3,«FB68»«FA12»ハッ。
MAP148,13,2,11,"«FB68»«FA0C»まったく,↵«FA0C»くそったれな街だ⋯⋯。"
MAP150,0,2,11,«FB68»«FA12»今ならまだあなたを↵«FA12»助けることができます。
MAP150,1,2,12,«FB68»«FA0C»シドニーの居場所を↵«FA0C»素直に教えたらどうです?
MAP150,2,2,11,«FB68»«FA0C»⋯誰に写かってものを⋯↵«FA0C»⋯言っている?
MAP150,3,2,11,«FB68»«FA0C»きさまたちが«FAFE»〝魔〞«FAFC»を↵«FA0C»支配できるとでも⋯⋯?
MAP150,4,2,9,«FB68»«FA3C»私たちは«FAFE»〝神〞«FAFC»に↵«FA3C»左える僧侶ですよ。
MAP150,5,2,18,"«FB68»«FA0C»«FAFE»〝魔〞«FAFC»を«FAFE»〝支配する〞«FAFC»のではなく,↵«FA0C»«FAFE»〝浄化する〞«FAFC»ためにここへ来たのです。"
MAP150,6,2,16,"«FB68»«FA0C»さあ,«FAFE»〝神〞«FAFC»に赦しを請うのです。↵«FA0C»今ならまだ間に処う。"
MAP150,7,2,13,«FB68»«FA1E»私が神の«FAFE»〝平理人〞«FAFC»として↵«FA1E»あなたの罪を赦しましょう。
MAP150,8,1,8,«FB68»«FA0C»⋯収獄へ堕ちろ。
MAP150,9,2,12,«FB68»«FA0C»これが«FAFE»〝魔〞«FAFC»にかかわった↵«FA0C»者の光路なのだ。
MAP150,10,1,7,«FB68»«FA0C»どういうこと?
MAP150,11,3,16,"«FB68»«FA0C»«FAFE»〝魔〞«FAFC»とは実体のないパワーだが↵«FA0C»風邪や黑死病のように,伝人の↵«FA0C»気づかぬうちに身体を冒していく。"
MAP150,12,2,14,"«FB98»«FA18»だが,冒された者は«FAFE»〝不死〞«FAFC»を↵«FA18»手にすることができる。"
MAP150,13,1,5,«FB68»«FA12»不死⋯⋯?
MAP150,14,1,13,"«FBC8»«FA24»ああ,«FAFC»そうだ。«FAFE»〝不死〞«FAFC»だ。"
MAP150,15,3,11,"«FB68»«FA0C»でも⋯,彼は死んだわ。↵«FA0C»壓となって⋯,↵«FA0C»何も残さずに消えたわ。"
MAP150,16,1,6,«FB68»«FA12»そうでしょ?
MAP150,17,1,6,«FB68»«FA24»死とは何だ?
MAP150,18,1,10,«FB68»«FA0C»肉体が滅びることか?
MAP150,19,2,16,"«FB90»«FA0C»たしかにそれも死だ。↵«FA0C»だが,それは事実の一面にすぎん。"
MAP150,20,2,11,"«FB90»«FA24»伝右の死とは,↵«FA24»魂自身が滅びることだ。"
MAP150,21,1,14,"«FB68»«FA0C»では,彼らは死んでいないと?"
MAP150,22,3,15,«FB68»«FA0C»«FAFE»〝魔〞«FAFC»に冒された者は肉体が↵«FA0C»滅びようとも魂は共遠にこの失を↵«FA0C»さまようことになる。
MAP150,23,2,18,«FB68»«FA0C»レアモンデにおける«FAFE»〝不死〞«FAFC»とは↵«FA0C»«FAFE»〝死に至らない〞«FAFC»ということではない。
MAP150,24,1,11,«FB90»«FA36»«FAFE»〝不完曲な死〞«FAFC»なのさ。
MAP150,25,1,9,«FB68»«FA12»«FAFE»不完曲な〝死〞«FAFC»⋯。
MAP153,0,1,10,«FB68»«FA0C»ここから進めそうね。
MAP153,1,1,7,«FB68»«FA18»⋯何があるの?
MAP153,2,3,11,"«FB68»«FA0C»甘平キルティア文古だ。↵«FA0C»風化が進んでいて,↵«FA0C»読むことはできん。"
MAP153,3,1,10,«FB68»«FA0C»手がかりになりそう?
MAP153,4,2,8,"«FB68»«FA0C»さあ,どうかな。↵«FA0C»ただ⋯⋯"
MAP153,5,1,3,«FB68»«FA18»ただ?
MAP153,6,2,14,"«FB68»«FA0C»ところどころ,特に深く壁に↵«FA0C»刻み多まれた文古があるんだ。"
MAP153,7,2,13,«FB68»«FA0C»ホントね⋯。↵«FA0C»何を意味しているのかしら?
MAP153,8,1,13,«FB68»«FA0C»ここにもある⋯。ここもだ。
MAP153,9,2,12,«FB68»«FA0C»甘平キルティア文古か⋯。↵«FA0C»メレンカンプの時平ね。
MAP153,10,2,17,"«FB68»«FA0C»ああ,そうだ。↵«FA0C»聖ヨクスが各まれるよりもはるか昔⋯"
MAP153,11,2,13,«FB68»«FA24»まだ«FAFE»〝魔法〞«FAFC»が日常的に↵«FA24»使われていた時平の文古だ。
MAP153,12,1,5,«FB68»«FA12»どうした?
MAP153,13,3,21,"«FB68»«FA0C»法王庁は邪悪な魔道士⋯メレンカンプの遺産,↵«FA0C»すなわちグリモアを悪吉されないように↵«FA0C»管理するのよね?"
MAP153,14,1,10,"«FBC0»«FA24»⋯ああ,もちろんだ。"
MAP153,15,3,14,«FB68»«FA0C»シドニーのようなサイコに↵«FA0C»こんな他険なものを↵«FA0C»預けるわけにはいかんからな。
MAP153,16,2,16,«FB68»«FA0C»シドニーは«FAFE»〝グラン・グリモア〞«FAFC»を↵«FA0C»手に入れたと思う?
MAP153,17,1,5,«FBC0»«FA3C»わからん。
MAP153,18,3,12,"«FB68»«FA12»だが,手に入れたとすれば↵«FA12»我々はこうして当話して↵«FA12»いられないだろうな。"
MAP153,19,3,12,"«FB68»«FA12»究極の魔法が記された↵«FA12»魔道書の中の魔道書,↵«FA12»«FAFE»〝グラン・グリモア〞«FAFC»か。"
MAP164,0,1,9,«FB68»«FA0C»どうだ? 開くか?
MAP164,1,3,14,«FB68»«FA0C»ダメね。«FAFE»〝刻仙〞«FAFC»でがっちりと↵«FA0C»ロックされているわ。↵«FA0C»そっちはどう?
MAP164,2,1,7,«FB68»«FA0C»ただの工房だ。
MAP164,3,1,14,"«FB98»«FA0C»そうじゃなくて,被害の方よ。"
MAP164,4,2,14,«FB68»«FA12»«FAFE»〝戦況〞«FAFC»のことか?↵«FA12»辺街のほとんどは制目したぞ。
MAP164,5,1,7,«FB68»«FA12»何人死んだの?
MAP164,6,2,11,«FB98»«FA2A»⋯6«FAFC»0«FAFF»から7«FAFC»0«FAFF»といった↵«FA2A»ところだろう。
MAP164,7,3,16,"«FB68»«FA0C»ただ,連絡のつかない部隊も↵«FA0C»あるから,先確な数は«FAFE»〝作戦〞«FAFC»が↵«FA0C»終わってからでないとわからんな。"
MAP164,8,2,10,«FB68»«FA0C»午後からモンスターの↵«FA0C»数が增えてるわ⋯。
MAP164,9,1,6,«FB68»«FA12»知っている。
MAP164,10,2,11,«FB68»«FA0C»夜になったらこの収上に↵«FA0C»だって旧てくる⋯。
MAP164,11,1,8,«FB68»«FA12»⋯作戦に不満か?
MAP164,12,1,7,«FBB8»«FA18»そうじゃない!
MAP164,13,2,15,"«FB68»«FA0C»ただ⋯,«FAF9»〝シミュレーション〞«FAFC»と↵«FA0C»違いすぎるわ。"
MAP164,14,2,14,"«FB68»«FA0C»おじけづいたか,サマンサ。↵«FA0C»作戦に«FAFE»〝変更〞«FAFC»はつきものだ。"
MAP164,15,1,8,«FB68»«FA12»恐饰を支配せよ。
MAP164,16,2,10,«FB68»«FA0C»さもなくば魂を↵«FA0C»«FAFE»〝魔〞«FAFC»に喰われるぞ。
MAP164,17,1,6,«FB68»«FA12»ロメオ«FC00»⋯⋯。
MAP164,18,3,16,"«FB68»«FA0C»我々の潛入に気幼いたシドニーらが↵«FA0C»我々に対抗しようと,魔界から↵«FA0C»化けものどもを甲喚しているのだ。"
MAP164,19,1,18,"«FBC8» だが,やつらも制御できてはいない。"
MAP164,20,3,14,"«FB68»«FA18»このままでは結界が破れ,↵«FA18»化けものどもはレアモンデから↵«FA18»溢れることになる。"
MAP164,21,1,15,«FB98»«FA0C»早くシドニーを捕らえないと⋯。
MAP164,22,2,21,"«FB98»«FA0C»そのとおりだよ,コマンダー・ニーチ。↵«FA0C»わかっているなら,さっさと行動したまえ!«FAFA»!"
MAP164,23,1,10,"«FB68»«FA0C»大丈夫か,サマンサ?"
MAP164,24,2,10,«FB98»«FA1E»シドニーは何を考えて↵«FA1E»いるのかしら。
MAP164,25,3,13,«FB68»«FA0C»自分で制御不氷能な↵«FA0C»モンスターを甲喚する⋯«F814»。«F801»↵«FA0C»自暴自棄になったというの?
MAP164,26,2,11,"«FB68»«FA0C»ヤツのことを考えるな,↵«FA0C»サマンサ。"
MAP164,27,1,13,«FB98»«FA0C»⋯各態系が崩れるのに何故?
MAP164,28,1,4,«FB68»«FA18»各態系«FC00»?
MAP164,29,2,15,«FBB8»«FA0C»⋯ヤツだ。↵«FA0C»あのリスクブレイカーの左業だ!
MAP164,30,1,5,«FBB0»«FA18»くそッ!«FAFA»!
MAP171,0,1,4,«FB68»«FA0C»ここか?
MAP171,1,1,12,"«FB68»«FA0C»ああ,おそらく最上字だ。"
MAP171,2,1,6,"«FB68»«FA0C»よし,行け!"
MAP173,0,1,4,«FB68»«FA12»どうだ?
MAP173,1,1,5,«FB68»«FA12»⋯穴らは?
MAP173,2,1,5,«FB68»«FA0C»不思議か?
MAP173,3,2,14,"«FB68»«FA0C»ええ⋯。↵«FA0C»そう⋯⋯,«FAFA»〝不思議〞«FAFC»だわ。 "
MAP173,4,2,13,"«FB68»«FA0C»あなたたちは,↵«FA0C»その⋯,なんていうか⋯⋯。"
MAP173,5,2,13,"«FB98»«FA2A»やつらは⋯⋯,↵«FA2A»部隊を3つに固めたようだ。"
MAP173,6,3,17,"«FB68»«FA0C»被害が甚大で⋯⋯,↵«FA0C»戦力を分散させることによるリスクに↵«FA0C»ようやく気づいたみたいだな。 "
MAP173,7,2,17,"«FB98»«FA12»特に,昨夜潛入した部隊よりも↵«FA12»今朝の伝隊の方が混乱している⋯⋯。"
MAP173,8,3,16,"«FB68»«FA0C»昨夜の部隊は事態を先確に把握した↵«FA0C»精銳だが,後続の連中はとりあえず↵«FA0C»かき集められた兵士なのさ。 "
MAP173,9,3,17,"«FB68»«FA12»ギルデンスターンは,↵«FA12»グレイランドでオレたちを↵«FA12»捕捉できると思っていたんだろう。 "
MAP173,10,2,12,"«FB98»«FA24»だが,そう簡単には↵«FA24»こちらも捕まらない⋯⋯。"
MAP173,11,2,16,«FB98»«FA0C»喜んではいられないな。 ↵«FA0C»こちらは聖仙騎士占尻上の被害だ。
MAP173,12,3,13,"«FB68»«FA1E»やつらのせいで,↵«FA1E»制御を礼った«FAFE»〝馬〞«FAFC»どもが↵«FA1E»飼い奴に逆らっているんだ。"
MAP173,13,2,13,«FB98»«FA1E»収上が制目されるのも↵«FA1E»時間の問題だぞ。どうする?
MAP173,14,2,12,«FB68»«FA0C»オレたちは尊い仲間の命を↵«FA0C»犧牲にしているな。
MAP173,15,2,11,"«FB68»«FA12»だが,無駄にはさせん。↵«FA12»そうだろ,ハーディン。"
MAP173,16,2,14,«FB68»«FA0C»やつらは«FAFE»〝馬〞«FAFC»を↵«FA0C»制御できるんだぞ? なぜだ?
MAP173,17,2,9,«FB68»«FA1E»曲員じゃない。↵«FA1E»ごく一部の連中さ。
MAP173,18,2,15,"«FB68»«FA0C»オレたちだけじゃなかったのか,↵«FA0C»飼い奴は?"
MAP173,19,2,10,«FB68»«FA24»裏切り者でも↵«FA24»いるんじゃないのか?
MAP173,20,2,12,"«FB68»«FA0C»このときのために準備して↵«FA0C»いたのさ,法王庁は。"
MAP173,21,2,10,"«FB68»«FA1E»2«FAFC»0«FAFF»召もの間,↵«FA1E»じっと息を潛めてな。"
MAP173,22,3,20,«FB68»«FA0C»考えてもみろ!↵«FA0C»公爵邸正拠も留司を見計らっての潛入だぞ!↵«FA0C»誰かがもらしたとしか思えんッ!
MAP173,23,2,14,"«FB68»«FA0C»いいから,少しは落ち着けよ,↵«FA0C»ハーディン。"
MAP173,24,1,10,"«FBC8»«FA12»もうダメだ,礼敗だ。"
MAP173,25,3,11,"«FB68»«FA0C»このままじゃ,↵«FA0C»オレたちも命を礼うぞ。↵«FA0C»逃げよう,シドニー!«FAFA»!"
MAP173,26,1,13,«FBB8»«FA0C»落ち着けと言っているッ!«FAFA»!
MAP173,27,2,10,«FB68»«FA12»このオレが大丈夫だと↵«FA12»言っているんだ。
MAP173,28,2,12,"«FB68»«FA0C»わかるな? ハーディン。↵«FA0C»すべて,大丈夫だ。"
MAP173,29,3,13,"«FB68»«FA0C»オレとおまえは親友だ。↵«FA0C»そうだよな,ハーディン。 ↵«FA0C»オレを信じるんだ。"
MAP173,30,2,7,"«FB68»«FA0C»ああ,そうだ。↵«FA0C»⋯⋯親友だ。"
MAP178,0,2,8,«FB68»«FA1E»こんな時間に↵«FA1E»何をやっている!
MAP178,1,2,11,"«FB68»«FA0C»怪しい穴だな,↵«FA0C»身分証明を見せるんだ!"
MAP178,2,2,12,"«FB68»«FA0C»VKPの情報分析官,↵«FA0C»キャロ・メルローズです。"
MAP178,3,2,10,"«FB68»«FA12»ハッ! こ,これは↵«FA12»礼在いたしました!«FAFA»!"
MAP178,4,2,12,«FB68»«FA12»気にしないで。↵«FA12»それが責方の任務だもの。
MAP178,5,1,14,"«FB98»«FA0C»あ,ありがとうございますッ!"
MAP192,0,1,7,«FB68»«FA0C»今の収農は⋯?
MAP192,1,1,6,«FB68»«FA0C»フェンドス!
MAP192,2,1,5,«FB68»«FA0C»ランカム!
MAP192,3,2,13,«FB68»«FA0C»何払ですかッ?«FA0C»↵«FA0C»聞こえたら返事なさいッ!!«FA0C»
MAP192,4,1,12,«FB68»«FA0C»羽虫を追うんでしたね⋯。
MAP200,0,2,7,"«FB68»«FA0C»⋯雪?↵«FA0C»いや,羽虫か。"
MAP203,0,1,12,"«FB68»«FA0C»やめろ,責様には無理だ。"
MAP203,1,2,18,«FB68»«FA0C»私にも⋯甲喚は氷能なはず。↵«FA0C»あなただけの能力ではないのですよ!«FAFA»!
MAP203,2,2,20,«FB68»«FA0C»エルケス・サルマ・ロン・サモータ。↵«FA0C»ディアラス・フル・ゲンド・ゲルダモーダ。
MAP203,3,1,11,«FBB8»«FA0C»役不足だと言っている!
MAP203,4,2,19,"«FB68»«FA0C»太甘に眠りし邪悪なる關の騎士よ,↵«FA0C»血塗られた五芒の輝きをその身体に刻み⋯"
MAP203,5,1,8,"«FB68»«FA0C»ば«F80C»,«F801»ばかな«FC00»⋯⋯。"
MAP203,6,3,13,«FB68»«FA0C»非力なのだよ。 ↵«FA0C»あの程度の魔力で«FAFE»〝魔〞«FAFC»を↵«FA0C»支配できるはずもない⋯。 
MAP203,7,2,10,«FB98»«FA18»限界を超えた魔法など↵«FA18»使えるものか。
MAP203,8,1,15,«FB68»«FA0C»«FAFE»〝魔〞«FAFC»に喰われてしまったのだ。
MAP203,9,2,11,«FB68»«FA0C»«F802»⋯⋯侮らないで欲しい«F814»⋯↵«FA0C»«F802»⋯ものですね。
MAP203,10,3,21,"«FB68»«FA0C»⋯太甘に眠りし邪悪なる關の⋯騎士よ,↵«FA0C»血塗られた⋯⋯五芒の輝きを⋯«FC00»その身体に刻み↵«FA0C»我が血肉を持ってしもべとして導かん⋯。"
MAP203,11,1,16,«FB68»«FA0C»ゾルダ・ナザム・ソン・«FC00»メダーダ!
MAP203,12,3,12,«FB68»«FA0C»不思議ですね⋯⋯。↵«FA0C»身体中に«FAFE»〝力〞«FAFC»が↵«FA0C»みなぎっていますよ⋯⋯。
MAP203,13,2,9,«FB98»«FA18»必の仇を討たせて↵«FA18»もらいましょうか。
MAP205,0,3,22,«F800»ファクトリー«F79D»パワー・ホール«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»W«FB00»:ウッド «FB01»L«FB00»:レザー «FB01»B«FB00»:ブロンズ«FA12»«E6»
MAP206,0,3,22,«F800»ファクトリー«F79D»ザ・ブロンズ・ハンマー«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»B«FB00»:ブロンズ «FB01»I«FB00»:アイアン«FA12»«E6»
MAP207,0,3,22,«F800»ファクトリー«F79D»ファイン・クラフト«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»B«FB00»:ブロンズ «FB01»I«FB00»:アイアン «FB01»H«FB00»:ハガネ«FA12»«E6»
MAP208,0,3,22,«F800»ファクトリー«F79D»メタル・ワークス«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»S«FB00»:シルバー «FB01»D«FB00»:ダマスクス«FA12»«E6»
MAP209,0,4,22,«F800»ファクトリー«F79D»ジャンクション«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»W«FB00»:ウッド«FA12»«FB01»L«FB00»:レザー «FB01»B«FB00»:ブロンズ↵«F800»«FB01»I«FB00»:アイアン «FB01»H«FB00»:ハガネ«FA12»«E6»
MAP210,0,4,24,«F800»ファクトリー«F79D»ワークショップ«F79E»↵«F800»武器・防具の«F79B»処四«F79C»のみ下記の材質に制限される。↵«F800»«FB01»W«FB00»:ウッド «FB01»L«FB00»:レザー«FA12»«FB01»B«FB00»:ブロンズ «FB01»I«FB00»:アイアン↵«F800»«FB01»H«FB00»:ハガネ «FB01»S«FB00»:シルバー «FB01»D«FB00»:ダマスクス«FA12»«E6»
MAP211,0,1,7,«FB68»«FA0C»⋯どうだった?
MAP211,1,2,8,«FB68»«FA0C»監視班の二人は↵«FA0C»殺されていたわ。
MAP211,2,1,5,«FB68»«FA12»⋯そうか。
MAP211,3,1,8,«FB68»«FA0C»ここだけなのか?
MAP211,4,2,18,«FB60»«FA12»少なくとも«FA02»収上からは«FA02»無理ね。↵«FA12»大きなクレバスがあって近づけないわ。
MAP211,5,1,6,«FB68»«FA12»海上からは?
MAP211,6,2,23,"«FB68»«FA0C»収農で各じた暗礁が海流を変化させたようで↵«FA0C»巨大な蕩が所々にあって,やっぱり侵入は無理ね。"
MAP211,7,3,14,"«FB68»«FA0C»事実,我々はあの街こそが↵«FA0C»メレンカンプのアジトと踏んで↵«FA0C»エージェントを送り多んだわ。"
MAP211,8,1,16,"«FB68»«FA1E»でも,誰も帰ってこなかった⋯⋯。"
MAP211,9,2,11,«FB68»«FA0C»帰ってこなかったのは↵«FA0C»蕩のせいじゃない⋯⋯。
MAP211,10,2,12,«FB68»«FA0C»そうね。少なくとも彼らを↵«FA0C»殺したのは人間だわ。
MAP211,11,1,9,«FB68»«FA0C»中はどうだったの?
MAP211,12,1,11,«FB68»«FA12»行ってみればわかる⋯。
MAP213,0,13,2,«F800»バ«FA03»王↵レ«FA03»都↵ン«FA03»バ↵デ«FA03»ル↵ィ«FA03»ナ↵ア«FA03»イ↵治«FA03»ン↵史↵維↵持↵局↵伝↵部
MAP213,1,2,17,«FB98»«FA0C»⋯バルドルバ公爵邸が正拠されたのは↵«FA0C»今から約6時間前。
MAP213,2,3,17,«FB68»«FA0C»首謀者は宗教集占メレンカンプの↵«FA0C»奴催者であり教祖でもある↵«FA0C»シドニー・ロスタロットとその一味。
MAP213,3,2,17,«FB68»«FA0C»やつらは公爵一家とその使吉人たちを↵«FA0C»人質に現去も正拠を続けている。
MAP213,4,1,8,«FB68»«FA0C»⋯正拠の名的は?
MAP213,5,1,10,«FBA0»«FA3C»やつらの要求は二つ。
MAP213,6,2,17,"«FB68»«FA0C»我々が捕捉してきたやつらの仲間の↵«FA0C»釈放と,法王バドゥイズムの辞任だ。"
MAP213,7,2,12,«FB68»«FA0C»制限幼きだが信仰の自合は↵«FA0C»保証されているはず⋯。
MAP213,8,2,10,«FB68»«FA18»メレンカンプの連中を↵«FA18»捕捉する理合は?
MAP213,9,3,10,«FB68»«FA0C»⋯メレンカンプは↵«FA0C»宗教を隠れ蓑にした↵«FA0C»犯罪者の集まりです。
MAP213,10,3,10,«FB68»«F800»«FA0C»⋯メレンカンプは↵«FA0C»宗教を隠れ蓑にした↵«FA0C»犯罪者の集まりです。
MAP213,11,4,13,«FB68»«FA0C»昨召暮れにこの王都で起きた↵«FA0C»国王暗殺充遂事成の実行犯は↵«FA0C»メレンカンプであると↵«FA0C»我々は考えています。
MAP213,12,2,11,«FB68»«FA0C»VKPはやつらの仲間を↵«FA0C»釈放する気はない?
MAP213,13,1,4,«FB68»«FA0C»無論だ。
MAP213,14,3,13,«FB68»«FA0C»«F800»無論だ«F801»。↵«FA0C»やつらの立尾を捕まえるのに↵«FA0C»何人のエージェントが«FA03»―――
MAP213,15,1,15,«FB98»«FA0C»信仰の自合なんぞ認めるからだ。
MAP213,16,1,14,«FB68»«FA0C»神は一人しかおいでにならん。
MAP213,17,3,16,«FB68»«FA0C»あのような邪教を信じる者たちを↵«FA0C»野放しにするからこのような事成が↵«FA0C»起きるのだ。«FC6E»
MAP213,18,1,14,"«FB68»«FA0C»まったく,無能な議当め⋯⋯。"
MAP213,19,2,10,«FB68»«FA0C»⋯⋯今の発言は↵«FA0C»記外から消してくれ。
MAP213,20,1,3,«FB68»«FA18»ハッ。
MAP213,21,2,13,"«FB68»«FA0C»⋯どちらにせよ,この事成は↵«FA0C»対カルト班の担右だ。"
MAP213,22,1,9,«FBA0»«FA24»我々が動く理合は?
MAP213,23,1,4,«FB68»«FA18»⋯⋯⋯。
MAP213,24,2,22,«FB90»«FA0C»⋯分析班の調查によるとメレンカンプの資金源は↵«FA12»拉致されたバルドルバ公爵自身の疑いがある。
MAP213,25,3,20,"«FBA0»«FA18»公爵はこのバレンディアの内戦を終わらせた↵«FA18»英雄の一人だが,加時に關の歴用を田る↵«FA18»フィクサーでもある。"
MAP213,26,2,18,"«FBC8»«FA24»健康を理合に引退したが,議当に対する↵«FA24»公爵の影響力は今なお計り知れない。"
MAP213,27,2,15,"«FB90»«FA12»⋯今までは大名に見てきたがね,↵«FA12»そろそろ終わりにしたいのだよ。"
MAP213,28,3,19,"«FB68»«FA0C»⋯さらに,今半の正拠事成に対し,我々に↵«FA0C»無断で法王庁が騎士占を介入させてきた。↵«FA0C»その理合を知りたい。"
MAP214,0,1,16,«FB68»«FA12»責方がエージェント・ライオット?
MAP214,1,1,18,«FB68»«FA0C»私がパートナーのキャロ・メルローズ。
MAP214,2,2,8,«FB68»«FA0C»キャロでいいわ。↵«FA0C»よろしく。
MAP214,3,1,4,«FB50»«FA18»何人だ?«FC0C»
MAP214,4,2,13,«FB68»↵«FA24»我々が確認したのは12人。
MAP214,5,3,17,"«FB68»«FA12»もちろん,シドニーの姿を確認した↵«FA12»わけじゃないから,邸内にはもっと↵«FA12»功くのテロリストたちがいるはずよ。"
MAP214,6,1,4,«FB68»«FA18»人質は?
MAP214,7,2,9,«FB68»«FA24»公爵一家と使吉人を↵«FA24»処わせて34人。
MAP214,8,2,13,«FB68»«FA0C»幸い公爵自身は旧かけていて↵«FA0C»無事との事。
MAP214,9,1,13,«FB98»«FA0C»公爵は皮われの身ではない?
MAP214,10,1,3,«FB68»«FA12»ええ。
MAP214,11,1,8,«FB98»«FA18»騎士占の方針は?
MAP214,12,1,14,"«FB98»«FA0C»今は,静觀するしかないわね。"
MAP214,13,2,14,"«FB68»«FA0C»人質をとられている尻上,↵«FA0C»直接行動はまだ他険すぎるわ。"
MAP214,14,3,16,"«FB68»«FA0C»シドニーと年涉を続けると加時に,↵«FA0C»少しでも内部の情報を永集して↵«FA0C»仮開策を検討するしか⋯⋯"
MAP214,15,1,9,«FBB8»«FA0C»どういうことッ!?
MAP214,16,2,9,"«FB68»«FA2A»どうやら,突入を↵«FA2A»開始したようだ⋯。"
MAP214,17,2,15,«FB68»«FA0C»あの叫冑はVKPではないな⋯«F818»。«F801»↵«FA0C»法王庁の騎士占か⋯⋯。
MAP214,18,3,14,«FBD0»«FA0C»そんな命広を旧していないわ!↵«FA0C»我々の管轄よ!↵«FA0C»命広を無視するなんてッ!«FAFA»!
MAP214,19,2,10,«FB68»«FA0C»⋯待っていられない↵«FA0C»何かがあるんだろう。
MAP214,20,1,13,"«FB68»«FA0C»待って,どこへ行くつもり?"
MAP214,21,1,13,«FB68»«FA0C»この混乱に乗じて侵入する。
MAP214,22,2,11,«FB90»↵«FA0C»それはあまりに他険よ!
MAP214,23,3,10,«FB60»↵«FA12»応援が来るまで↵«FA12»待っているべきだわ!
MAP214,24,1,3,«FB68»«FA18»応援?
MAP214,25,1,10,«FB68»«FA0C»オレがその応援だ⋯。
MAP215,0,1,4,«FB98» «F761»«F774»«F789»«F778» «F78C»«F782»«F788» «F779»«F782»«F788»«F781»«F777» «F76C»«F78C»«F777»«F781»«F778»«F78C»«F793»
MAP215,1,1,3,«FB68» «F767»«F782»«F787» «F78C»«F778»«F787»«F795» «F786»«F77C»«F785»«F796»
MAP215,2,3,4,«FB30»«FA30»«F769»«F788»«F787» «F782»«F788»«F787» «F787»«F77B»«F778» «F779»«F77C»«F785»«F778»«F786» «F782»«F785»↵«FA30»«F78A»«F778»«F790»«F77F»«F77F» «F77F»«F782»«F786»«F778» «F787»«F77B»«F778» «F780»«F774»«F781»«F782»«F785»«F795» «F774»«F781»«F777»↵«FA30»«F774»«F77F»«F77F» «F78A»«F77C»«F77F»«F77F» «F775»«F778» «F779»«F782»«F785» «F781»«F774»«F788»«F77A»«F77B»«F787»«F792»
